formula,avg_Atomic_Radius,avg_Pauling_Electronegativity,avg_number_of_valence_electrons,avg_Cohesive_energy_ev_atom,avg_Bulk_modulus_RT_Gpa,avg_Elastic_modulus_RT_Gpa,avg_Shear_modulus_RT_Gpa,avg_Melting_point_(K),avg_rate_shear_mod_Mpa_perK,avg_Solid_Solubility_atpct,avg_lattice_constant_A,avg_BEC_percm3,avg_Av.Valence_bond_strength_ev,avg_EngelZ_e/a,range_Atomic_Radius,range_Pauling_Electronegativity,range_number_of_valence_electrons,range_Cohesive_energy_ev_atom,range_Bulk_modulus_RT_Gpa,range_Elastic_modulus_RT_Gpa,range_Shear_modulus_RT_Gpa,range_Melting_point_(K),range_rate_shear_mod_Mpa_perK,range_Solid_Solubility_atpct,range_lattice_constant_A,range_BEC_percm3,range_Av.Valence_bond_strength_ev,range_EngelZ_e/a,var_Atomic_Radius,var_Pauling_Electronegativity,var_number_of_valence_electrons,var_Cohesive_energy_ev_atom,var_Bulk_modulus_RT_Gpa,var_Elastic_modulus_RT_Gpa,var_Shear_modulus_RT_Gpa,var_Melting_point_(K),var_rate_shear_mod_Mpa_perK,var_Solid_Solubility_atpct,var_lattice_constant_A,var_BEC_percm3,var_Av.Valence_bond_strength_ev,var_EngelZ_e/a,Temp,hardness,concat_text
Hf1 Ti1 Y1 Zr1,2.005,1.3475,3.75,5.4775,88.0,81.5,33.25,2088.65,-7.949978573249999,75.025,3.2575000000000003,1.6675000000000002e-21,3.067,3.75,0.3600000000000001,0.32000000000000006,1.0,2.0700000000000003,69.0,52.0,18.0,704.0,5.954497120999999,99.9,0.6999999999999997,1.3400000000000004e-21,1.2359999999999998,1.0,0.02047500000000001,0.013968750000000004,0.1875,0.7858687500000002,796.5,422.75,44.6875,70100.25,4.653322039184908,1871.2518750000002,0.06316874999999994,2.349687500000001e-43,0.20016649999999991,0.1875,25.0,241.0,"
    Formula: Hf1 Ti1 Y1 Zr1
    avg_Atomic_Radius: 2.005
    avg_Pauling_Electronegativity: 1.3475
    avg_number_of_valence_electrons: 3.75
    avg_Cohesive_energy_ev_atom: 5.4775
    avg_Bulk_modulus_RT_Gpa: 88.0
    avg_Elastic_modulus_RT_Gpa: 81.5
    avg_Melting_point_(K): 2088.65
    avg_lattice_constant_A: 3.2575000000000003
    avg_BEC_percm3: 1.6675000000000002e-21
    avg_Av.Valence_bond_strength_ev: 3.067
    avg_EngelZ_e/a: 3.75
    Temperature: 25.0
    "
Hf1 Sc1 Ti1 Y1 Zr1,1.972,1.35,3.6000000000000005,5.162000000000001,81.8,80.0,32.4,2033.7500000000002,-8.002670248600001,60.02,3.268,1.5900000000000002e-21,3.0747999999999998,3.6000000000000005,0.3600000000000001,0.32000000000000006,1.0,2.5400000000000005,69.0,52.0,18.0,704.0,5.954497120999999,100.0,0.6999999999999997,1.3400000000000004e-21,1.2359999999999998,1.0,0.020736000000000004,0.011200000000000002,0.24,1.0268560000000002,790.9599999999999,347.2,38.64,68136.24,3.7337632819526867,2397.6016,0.05097599999999995,2.120000000000001e-43,0.16037655999999995,0.24,25.0,256.0,"
    Formula: Hf1 Sc1 Ti1 Y1 Zr1
    avg_Atomic_Radius: 1.972
    avg_Pauling_Electronegativity: 1.35
    avg_number_of_valence_electrons: 3.6000000000000005
    avg_Cohesive_energy_ev_atom: 5.162000000000001
    avg_Bulk_modulus_RT_Gpa: 81.8
    avg_Elastic_modulus_RT_Gpa: 80.0
    avg_Melting_point_(K): 2033.7500000000002
    avg_lattice_constant_A: 3.268
    avg_BEC_percm3: 1.5900000000000002e-21
    avg_Av.Valence_bond_strength_ev: 3.0747999999999998
    avg_EngelZ_e/a: 3.6000000000000005
    Temperature: 25.0
    "
Al0.562 Co0.938 Cr0.312 Fe0.312 Ni1,1.4672087067861717,1.8140653008962868,7.841229193341869,4.186158770806658,158.2944942381562,188.30409731113957,71.19910371318821,1644.639756722151,-22.490372890064016,10.123495518565942,3.18325224071703,4.5493533930857876e-21,2.2767106274007682,5.308194622279129,0.48,0.2999999999999998,7.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.54,3.63e-21,0.6430000000000002,3.4000000000000004,0.026096,0.01453599999999999,6.16,0.14684,1544.96,4630.16,810.16,157301.60000000003,4.105762402460071,65.172,0.301304,1.8700800000000003e-42,0.047285600000000025,1.4944000000000002,25.0,305.4,"
    Formula: Al0.562 Co0.938 Cr0.312 Fe0.312 Ni1
    avg_Atomic_Radius: 1.4672087067861717
    avg_Pauling_Electronegativity: 1.8140653008962868
    avg_number_of_valence_electrons: 7.841229193341869
    avg_Cohesive_energy_ev_atom: 4.186158770806658
    avg_Bulk_modulus_RT_Gpa: 158.2944942381562
    avg_Elastic_modulus_RT_Gpa: 188.30409731113957
    avg_Melting_point_(K): 1644.639756722151
    avg_lattice_constant_A: 3.18325224071703
    avg_BEC_percm3: 4.5493533930857876e-21
    avg_Av.Valence_bond_strength_ev: 2.2767106274007682
    avg_EngelZ_e/a: 5.308194622279129
    Temperature: 25.0
    "
Al0.581 Co0.968 Cr0.323 Fe0.323 Mo0.032 Ni1,1.4712736287573598,1.8164363185621322,7.7995041834521235,4.209510381158971,158.7685156492098,189.58165478772855,70.64673070963744,1656.1620855283545,-22.2914322000564,11.072916021072205,3.179665323830183,4.538806941431671e-21,2.2975633715525254,5.313975828943292,0.72,0.55,7.0,3.43,154.0,259.0,95.0,1957.0,23.042646454,95.0,1.54,3.63e-21,2.58,3.4000000000000004,0.04601388888888888,0.032380555555555565,5.333333333333333,1.1348666666666667,2106.6666666666665,6397.222222222223,1092.222222222222,336791.4722222223,58.25648105340215,1110.398888888889,0.2511222222222222,1.6207472222222223e-42,0.7018846666666666,1.3022222222222224,25.0,357.3,"
    Formula: Al0.581 Co0.968 Cr0.323 Fe0.323 Mo0.032 Ni1
    avg_Atomic_Radius: 1.4712736287573598
    avg_Pauling_Electronegativity: 1.8164363185621322
    avg_number_of_valence_electrons: 7.7995041834521235
    avg_Cohesive_energy_ev_atom: 4.209510381158971
    avg_Bulk_modulus_RT_Gpa: 158.7685156492098
    avg_Elastic_modulus_RT_Gpa: 189.58165478772855
    avg_Melting_point_(K): 1656.1620855283545
    avg_lattice_constant_A: 3.179665323830183
    avg_BEC_percm3: 4.538806941431671e-21
    avg_Av.Valence_bond_strength_ev: 2.2975633715525254
    avg_EngelZ_e/a: 5.313975828943292
    Temperature: 25.0
    "
Al0.6 Co1 Cr0.333 Fe0.333 Mo0.067 Ni1,1.4754155415541552,1.819048904890489,7.75997599759976,4.233867386738674,159.28592859285928,190.8829882988299,70.06930693069307,1667.9519801980198,-22.085991751563757,12.035793579357938,3.1760576057605756,4.528388838883889e-21,2.319094509450945,5.31989198919892,0.72,0.55,7.0,3.43,154.0,259.0,95.0,1957.0,23.042646454,95.0,1.54,3.63e-21,2.58,3.4000000000000004,0.04601388888888888,0.032380555555555565,5.333333333333333,1.1348666666666667,2106.6666666666665,6397.222222222223,1092.222222222222,336791.4722222223,58.25648105340215,1110.398888888889,0.2511222222222222,1.6207472222222223e-42,0.7018846666666666,1.3022222222222224,25.0,362.6,"
    Formula: Al0.6 Co1 Cr0.333 Fe0.333 Mo0.067 Ni1
    avg_Atomic_Radius: 1.4754155415541552
    avg_Pauling_Electronegativity: 1.819048904890489
    avg_number_of_valence_electrons: 7.75997599759976
    avg_Cohesive_energy_ev_atom: 4.233867386738674
    avg_Bulk_modulus_RT_Gpa: 159.28592859285928
    avg_Elastic_modulus_RT_Gpa: 190.8829882988299
    avg_Melting_point_(K): 1667.9519801980198
    avg_lattice_constant_A: 3.1760576057605756
    avg_BEC_percm3: 4.528388838883889e-21
    avg_Av.Valence_bond_strength_ev: 2.319094509450945
    avg_EngelZ_e/a: 5.31989198919892
    Temperature: 25.0
    "
Al0.6 Co1 Cr0.333 Fe0.333 Mo0.1 Ni0.967,1.4794749474947493,1.8215241524152415,7.72037203720372,4.257431743174317,159.78097809780976,192.16021602160214,69.51485148514851,1679.4767326732674,-21.886838114296427,12.976387638763878,3.172394239423942,4.518289828982899e-21,2.3399558955895587,5.325832583258325,0.72,0.55,7.0,3.43,154.0,259.0,95.0,1957.0,23.042646454,95.0,1.54,3.63e-21,2.58,3.4000000000000004,0.04601388888888888,0.032380555555555565,5.333333333333333,1.1348666666666667,2106.6666666666665,6397.222222222223,1092.222222222222,336791.4722222223,58.25648105340215,1110.398888888889,0.2511222222222222,1.6207472222222223e-42,0.7018846666666666,1.3022222222222224,25.0,359.7,"
    Formula: Al0.6 Co1 Cr0.333 Fe0.333 Mo0.1 Ni0.967
    avg_Atomic_Radius: 1.4794749474947493
    avg_Pauling_Electronegativity: 1.8215241524152415
    avg_number_of_valence_electrons: 7.72037203720372
    avg_Cohesive_energy_ev_atom: 4.257431743174317
    avg_Bulk_modulus_RT_Gpa: 159.78097809780976
    avg_Elastic_modulus_RT_Gpa: 192.16021602160214
    avg_Melting_point_(K): 1679.4767326732674
    avg_lattice_constant_A: 3.172394239423942
    avg_BEC_percm3: 4.518289828982899e-21
    avg_Av.Valence_bond_strength_ev: 2.3399558955895587
    avg_EngelZ_e/a: 5.325832583258325
    Temperature: 25.0
    "
Co1 Cr1 Fe1 Mo0.149 Ni1,1.5697999517956134,1.8322101711255725,8.169197396963124,4.39290913473126,174.5649554109424,228.49385394070862,84.5938780429019,1895.211460592914,-22.87669743162786,14.292600626657027,2.95236201494336,5.136697999517957e-21,2.2658999758978067,5.95179561340082,0.4099999999999999,0.5000000000000002,4.0,2.7200000000000006,70.0,129.0,95.0,1164.0,23.042646454,95.0,1.0100000000000002,1.6000000000000005e-21,2.58,1.0,0.02206399999999999,0.02597600000000002,2.56,1.0276640000000001,584.0,2537.44,933.0400000000002,190805.44,69.89499589531107,1318.1256,0.11266400000000003,3.3702400000000013e-43,0.83897624,0.10239999999999998,25.0,210.0,"
    Formula: Co1 Cr1 Fe1 Mo0.149 Ni1
    avg_Atomic_Radius: 1.5697999517956134
    avg_Pauling_Electronegativity: 1.8322101711255725
    avg_number_of_valence_electrons: 8.169197396963124
    avg_Cohesive_energy_ev_atom: 4.39290913473126
    avg_Bulk_modulus_RT_Gpa: 174.5649554109424
    avg_Elastic_modulus_RT_Gpa: 228.49385394070862
    avg_Melting_point_(K): 1895.211460592914
    avg_lattice_constant_A: 2.95236201494336
    avg_BEC_percm3: 5.136697999517957e-21
    avg_Av.Valence_bond_strength_ev: 2.2658999758978067
    avg_EngelZ_e/a: 5.95179561340082
    Temperature: 25.0
    "
Co1 Cr1 Cu1 Ni1 Zn1,1.5080000000000002,1.8000000000000003,9.600000000000001,3.554,146.0,185.20000000000002,71.4,1534.67,-29.143176068000002,8.18,3.036,4.028000000000001e-21,2.4144,4.700000000000001,0.24,0.26,6.0,3.0900000000000003,110.0,171.0,72.0,1437.4,33.28561815,25.0,1.1,4.09e-21,0.6709999999999998,4.0,0.0069359999999999995,0.014119999999999999,4.24,1.328744,1664.0,3718.1600000000008,657.84,237294.5216,156.73577545829758,74.9776,0.20122400000000001,2.2468560000000003e-42,0.057137839999999995,2.3040000000000003,25.0,615.0,"
    Formula: Co1 Cr1 Cu1 Ni1 Zn1
    avg_Atomic_Radius: 1.5080000000000002
    avg_Pauling_Electronegativity: 1.8000000000000003
    avg_number_of_valence_electrons: 9.600000000000001
    avg_Cohesive_energy_ev_atom: 3.554
    avg_Bulk_modulus_RT_Gpa: 146.0
    avg_Elastic_modulus_RT_Gpa: 185.20000000000002
    avg_Melting_point_(K): 1534.67
    avg_lattice_constant_A: 3.036
    avg_BEC_percm3: 4.028000000000001e-21
    avg_Av.Valence_bond_strength_ev: 2.4144
    avg_EngelZ_e/a: 4.700000000000001
    Temperature: 25.0
    "
Hf1 Nb1 Ta1 Ti1 Zr1,1.9760000000000004,1.4540000000000002,4.3999999999999995,6.642,136.2,110.60000000000002,42.800000000000004,2513.7500000000005,-7.821545883,100.0,3.1980000000000004,2.2440000000000002e-21,3.6652000000000005,4.3999999999999995,0.32000000000000006,0.30000000000000004,1.0,3.25,109.0,118.0,39.0,1336.0,5.954497120999999,0.0,0.3599999999999999,1.0300000000000001e-21,1.6949999999999998,1.0,0.013024000000000004,0.013984,0.24000000000000005,1.2785360000000001,1725.7599999999998,1724.64,194.16000000000003,222126.24,4.470225168936082,0.0,0.01709599999999998,1.85384e-43,0.39581095999999993,0.24000000000000005,25.0,359.0,"
    Formula: Hf1 Nb1 Ta1 Ti1 Zr1
    avg_Atomic_Radius: 1.9760000000000004
    avg_Pauling_Electronegativity: 1.4540000000000002
    avg_number_of_valence_electrons: 4.3999999999999995
    avg_Cohesive_energy_ev_atom: 6.642
    avg_Bulk_modulus_RT_Gpa: 136.2
    avg_Elastic_modulus_RT_Gpa: 110.60000000000002
    avg_Melting_point_(K): 2513.7500000000005
    avg_lattice_constant_A: 3.1980000000000004
    avg_BEC_percm3: 2.2440000000000002e-21
    avg_Av.Valence_bond_strength_ev: 3.6652000000000005
    avg_EngelZ_e/a: 4.3999999999999995
    Temperature: 25.0
    "
Nb1 Ta1 Ti1 Zr1,1.9500000000000002,1.4925000000000002,4.5,6.6925,142.75,118.75,46.0,2517.15,-8.416156524,100.0,3.1975,2.3525000000000003e-21,3.6377499999999996,4.5,0.30000000000000004,0.27,1.0,3.25,109.0,118.0,36.0,1336.0,5.317475142,0.0,0.3599999999999999,1.0300000000000001e-21,1.6949999999999998,1.0,0.012900000000000002,0.010068750000000001,0.25,1.58541875,1942.6875,1823.6875,191.5,277600.0,3.819972389217949,0.0,0.02136874999999997,1.7286875e-43,0.4909961874999999,0.25,25.0,358.0,"
    Formula: Nb1 Ta1 Ti1 Zr1
    avg_Atomic_Radius: 1.9500000000000002
    avg_Pauling_Electronegativity: 1.4925000000000002
    avg_number_of_valence_electrons: 4.5
    avg_Cohesive_energy_ev_atom: 6.6925
    avg_Bulk_modulus_RT_Gpa: 142.75
    avg_Elastic_modulus_RT_Gpa: 118.75
    avg_Melting_point_(K): 2517.15
    avg_lattice_constant_A: 3.1975
    avg_BEC_percm3: 2.3525000000000003e-21
    avg_Av.Valence_bond_strength_ev: 3.6377499999999996
    avg_EngelZ_e/a: 4.5
    Temperature: 25.0
    "
Nb1 Ta1 Ti1,1.9133333333333333,1.5466666666666664,4.666666666666666,6.839999999999999,159.99999999999997,135.66666666666666,50.33333333333333,2647.8166666666666,-8.724496191333333,99.99999999999999,3.1866666666666665,2.563333333333333e-21,3.842333333333333,4.666666666666666,0.24,0.10000000000000009,1.0,3.25,90.0,81.0,31.0,1336.0,5.317475142,0.0,0.3599999999999999,5.099999999999999e-22,1.6949999999999998,1.0,0.01182222222222222,0.001688888888888892,0.22222222222222224,2.026866666666667,1400.0,1286.888888888889,180.22222222222226,301838.22222222225,4.7130031171523425,0.0,0.028022222222222185,5.268888888888886e-44,0.48724422222222213,0.22222222222222224,25.0,246.0,"
    Formula: Nb1 Ta1 Ti1
    avg_Atomic_Radius: 1.9133333333333333
    avg_Pauling_Electronegativity: 1.5466666666666664
    avg_number_of_valence_electrons: 4.666666666666666
    avg_Cohesive_energy_ev_atom: 6.839999999999999
    avg_Bulk_modulus_RT_Gpa: 159.99999999999997
    avg_Elastic_modulus_RT_Gpa: 135.66666666666666
    avg_Melting_point_(K): 2647.8166666666666
    avg_lattice_constant_A: 3.1866666666666665
    avg_BEC_percm3: 2.563333333333333e-21
    avg_Av.Valence_bond_strength_ev: 3.842333333333333
    avg_EngelZ_e/a: 4.666666666666666
    Temperature: 25.0
    "
Ta1 Ti1 Zr1,1.94,1.4566666666666666,4.333333333333333,6.3999999999999995,133.66666666666666,123.33333333333331,48.666666666666664,2442.483333333333,-9.194833599333332,99.99999999999999,3.1633333333333336,2.22e-21,3.526333333333333,4.333333333333333,0.30000000000000004,0.20999999999999996,1.0,3.25,109.0,118.0,36.0,1336.0,3.906462918,0.0,0.3599999999999999,9.8e-22,1.6949999999999998,1.0,0.016800000000000006,0.008288888888888886,0.22222222222222224,1.7716666666666667,2260.222222222222,2347.5555555555557,226.88888888888889,347832.8888888889,2.66794456835857,0.0,0.023822222222222203,1.6026666666666666e-43,0.6050068888888888,0.22222222222222224,25.0,485.0,"
    Formula: Ta1 Ti1 Zr1
    avg_Atomic_Radius: 1.94
    avg_Pauling_Electronegativity: 1.4566666666666666
    avg_number_of_valence_electrons: 4.333333333333333
    avg_Cohesive_energy_ev_atom: 6.3999999999999995
    avg_Bulk_modulus_RT_Gpa: 133.66666666666666
    avg_Elastic_modulus_RT_Gpa: 123.33333333333331
    avg_Melting_point_(K): 2442.483333333333
    avg_lattice_constant_A: 3.1633333333333336
    avg_BEC_percm3: 2.22e-21
    avg_Av.Valence_bond_strength_ev: 3.526333333333333
    avg_EngelZ_e/a: 4.333333333333333
    Temperature: 25.0
    "
Nb1 Ti1 Zr1,1.9333333333333331,1.49,4.333333333333333,6.223333333333333,123.66666666666666,96.33333333333331,38.33333333333333,2266.483333333333,-8.322954419999999,99.99999999999999,3.1599999999999997,2.2366666666666668e-21,3.3086666666666664,4.333333333333333,0.30000000000000004,0.27,1.0,2.7200000000000006,79.0,48.0,11.0,808.0,5.317475142,0.0,0.34999999999999964,1.0300000000000001e-21,1.0419999999999998,1.0,0.016088888888888892,0.0134,0.22222222222222224,1.2334222222222226,1133.5555555555554,421.5555555555555,20.222222222222225,118798.2222222222,5.058549990197158,0.0,0.022866666666666622,1.7682222222222226e-43,0.22147822222222216,0.22222222222222224,25.0,295.0,"
    Formula: Nb1 Ti1 Zr1
    avg_Atomic_Radius: 1.9333333333333331
    avg_Pauling_Electronegativity: 1.49
    avg_number_of_valence_electrons: 4.333333333333333
    avg_Cohesive_energy_ev_atom: 6.223333333333333
    avg_Bulk_modulus_RT_Gpa: 123.66666666666666
    avg_Elastic_modulus_RT_Gpa: 96.33333333333331
    avg_Melting_point_(K): 2266.483333333333
    avg_lattice_constant_A: 3.1599999999999997
    avg_BEC_percm3: 2.2366666666666668e-21
    avg_Av.Valence_bond_strength_ev: 3.3086666666666664
    avg_EngelZ_e/a: 4.333333333333333
    Temperature: 25.0
    "
Nb1 Ta0.667 Ti0.667 Zr0.333,1.939970003749531,1.5262729658792649,4.625046869141357,6.85748031496063,152.63329583802025,123.38882639670041,46.6291713535808,2594.2103674540676,-8.240325233565054,100.0,3.2062279715035618,2.481342332208474e-21,3.756346831646044,4.625046869141357,0.30000000000000004,0.27,1.0,3.25,109.0,118.0,36.0,1336.0,5.317475142,0.0,0.3599999999999999,1.0300000000000001e-21,1.6949999999999998,1.0,0.012900000000000002,0.010068750000000001,0.25,1.58541875,1942.6875,1823.6875,191.5,277600.0,3.819972389217949,0.0,0.02136874999999997,1.7286875e-43,0.4909961874999999,0.25,25.0,294.0,"
    Formula: Nb1 Ta0.667 Ti0.667 Zr0.333
    avg_Atomic_Radius: 1.939970003749531
    avg_Pauling_Electronegativity: 1.5262729658792649
    avg_number_of_valence_electrons: 4.625046869141357
    avg_Cohesive_energy_ev_atom: 6.85748031496063
    avg_Bulk_modulus_RT_Gpa: 152.63329583802025
    avg_Elastic_modulus_RT_Gpa: 123.38882639670041
    avg_Melting_point_(K): 2594.2103674540676
    avg_lattice_constant_A: 3.2062279715035618
    avg_BEC_percm3: 2.481342332208474e-21
    avg_Av.Valence_bond_strength_ev: 3.756346831646044
    avg_EngelZ_e/a: 4.625046869141357
    Temperature: 25.0
    "
Nb0.333 Ta0.667 Ti0.667 Zr1,1.9599775028121487,1.4587476565429323,4.374953130858643,6.527356580427448,132.87589051368582,114.13535808023998,45.378702662167235,2440.152624671916,-8.593210555427822,100.00000000000001,3.1887214098237724,2.2237457817772783e-21,3.519257967754031,4.374953130858643,0.30000000000000004,0.27,1.0,3.25,109.0,118.0,36.0,1336.0,5.317475142,0.0,0.3599999999999999,1.0300000000000001e-21,1.6949999999999998,1.0,0.012900000000000002,0.010068750000000001,0.25,1.58541875,1942.6875,1823.6875,191.5,277600.0,3.819972389217949,0.0,0.02136874999999997,1.7286875e-43,0.4909961874999999,0.25,25.0,489.0,"
    Formula: Nb0.333 Ta0.667 Ti0.667 Zr1
    avg_Atomic_Radius: 1.9599775028121487
    avg_Pauling_Electronegativity: 1.4587476565429323
    avg_number_of_valence_electrons: 4.374953130858643
    avg_Cohesive_energy_ev_atom: 6.527356580427448
    avg_Bulk_modulus_RT_Gpa: 132.87589051368582
    avg_Elastic_modulus_RT_Gpa: 114.13535808023998
    avg_Melting_point_(K): 2440.152624671916
    avg_lattice_constant_A: 3.1887214098237724
    avg_BEC_percm3: 2.2237457817772783e-21
    avg_Av.Valence_bond_strength_ev: 3.519257967754031
    avg_EngelZ_e/a: 4.374953130858643
    Temperature: 25.0
    "
Al0.774 Fe1 Mn0.903 Ni0.484,1.4705188231572288,1.7083929136349256,6.7962670041126225,3.6980639038279026,134.2309395760835,171.07687440683327,68.20093363101279,1498.2129547611517,-21.28872344,20.72727272727273,4.9781872825055355,4.496633976589687e-21,1.9511746282821891,5.528630180322683,0.43000000000000016,0.3599999999999999,7.0,1.5200000000000005,104.0,141.0,89.0,875.0000000000001,8.737094040000002,20.0,6.0200000000000005,3.75e-21,1.0970000000000002,3.8,0.02795000000000002,0.022274999999999986,6.5,0.3938187500000002,1736.75,3341.1875,774.888888888889,116913.50000000003,11.484732370025231,65.21225,5.662418750000001,2.3364187500000004e-42,0.18343325000000002,2.18,25.0,310.0,"
    Formula: Al0.774 Fe1 Mn0.903 Ni0.484
    avg_Atomic_Radius: 1.4705188231572288
    avg_Pauling_Electronegativity: 1.7083929136349256
    avg_number_of_valence_electrons: 6.7962670041126225
    avg_Cohesive_energy_ev_atom: 3.6980639038279026
    avg_Bulk_modulus_RT_Gpa: 134.2309395760835
    avg_Elastic_modulus_RT_Gpa: 171.07687440683327
    avg_Melting_point_(K): 1498.2129547611517
    avg_lattice_constant_A: 4.9781872825055355
    avg_BEC_percm3: 4.496633976589687e-21
    avg_Av.Valence_bond_strength_ev: 1.9511746282821891
    avg_EngelZ_e/a: 5.528630180322683
    Temperature: 25.0
    "
Al0.774 Fe1 Mn0.903 Ni0.484 Ti0.026,1.472880451835582,1.7070191402572956,6.773454659554441,3.707461562598055,134.0332601192344,170.62754941951678,68.20093363101279,1501.76123313461,-21.28872344,20.72727272727273,4.961641041732037,4.4782240351427686e-21,1.9591600251019767,5.516159397552558,0.5800000000000001,0.3699999999999999,7.0,1.9299999999999997,104.0,141.0,89.0,1000.0000000000001,8.737094040000002,20.0,6.0200000000000005,3.75e-21,1.5330000000000001,3.8,0.036760000000000015,0.02329599999999999,6.640000000000001,0.506024,1501.76,3135.2,774.888888888889,124085.84000000004,11.484732370025231,65.21225,5.096944000000001,2.6277760000000002e-42,0.2802637600000001,2.0576000000000003,25.0,330.0,"
    Formula: Al0.774 Fe1 Mn0.903 Ni0.484 Ti0.026
    avg_Atomic_Radius: 1.472880451835582
    avg_Pauling_Electronegativity: 1.7070191402572956
    avg_number_of_valence_electrons: 6.773454659554441
    avg_Cohesive_energy_ev_atom: 3.707461562598055
    avg_Bulk_modulus_RT_Gpa: 134.0332601192344
    avg_Elastic_modulus_RT_Gpa: 170.62754941951678
    avg_Melting_point_(K): 1501.76123313461
    avg_lattice_constant_A: 4.961641041732037
    avg_BEC_percm3: 4.4782240351427686e-21
    avg_Av.Valence_bond_strength_ev: 1.9591600251019767
    avg_EngelZ_e/a: 5.516159397552558
    Temperature: 25.0
    "
Al0.774 Fe1 Mn0.903 Ni0.484 Ti0.097,1.4791375076734192,1.7033793738489873,6.713014119091467,3.7323603437691837,133.50951503990177,169.43707796193982,68.20093363101279,1511.1622774708412,-21.28872344,20.72727272727273,4.91780233271946,4.429447513812155e-21,1.9803170656844689,5.483118477593616,0.5800000000000001,0.3699999999999999,7.0,1.9299999999999997,104.0,141.0,89.0,1000.0000000000001,8.737094040000002,20.0,6.0200000000000005,3.75e-21,1.5330000000000001,3.8,0.036760000000000015,0.02329599999999999,6.640000000000001,0.506024,1501.76,3135.2,774.888888888889,124085.84000000004,11.484732370025231,65.21225,5.096944000000001,2.6277760000000002e-42,0.2802637600000001,2.0576000000000003,25.0,500.0,"
    Formula: Al0.774 Fe1 Mn0.903 Ni0.484 Ti0.097
    avg_Atomic_Radius: 1.4791375076734192
    avg_Pauling_Electronegativity: 1.7033793738489873
    avg_number_of_valence_electrons: 6.713014119091467
    avg_Cohesive_energy_ev_atom: 3.7323603437691837
    avg_Bulk_modulus_RT_Gpa: 133.50951503990177
    avg_Elastic_modulus_RT_Gpa: 169.43707796193982
    avg_Melting_point_(K): 1511.1622774708412
    avg_lattice_constant_A: 4.91780233271946
    avg_BEC_percm3: 4.429447513812155e-21
    avg_Av.Valence_bond_strength_ev: 1.9803170656844689
    avg_EngelZ_e/a: 5.483118477593616
    Temperature: 25.0
    "
Al0.774 Fe1 Mn0.903 Ni0.484,1.4705188231572288,1.7083929136349256,6.7962670041126225,3.6980639038279026,134.2309395760835,171.07687440683327,68.20093363101279,1498.2129547611517,-21.28872344,20.72727272727273,4.9781872825055355,4.496633976589687e-21,1.9511746282821891,5.528630180322683,0.43000000000000016,0.3599999999999999,7.0,1.5200000000000005,104.0,141.0,89.0,875.0000000000001,8.737094040000002,20.0,6.0200000000000005,3.75e-21,1.0970000000000002,3.8,0.02795000000000002,0.022274999999999986,6.5,0.3938187500000002,1736.75,3341.1875,774.888888888889,116913.50000000003,11.484732370025231,65.21225,5.662418750000001,2.3364187500000004e-42,0.18343325000000002,2.18,25.0,340.0,"
    Formula: Al0.774 Fe1 Mn0.903 Ni0.484
    avg_Atomic_Radius: 1.4705188231572288
    avg_Pauling_Electronegativity: 1.7083929136349256
    avg_number_of_valence_electrons: 6.7962670041126225
    avg_Cohesive_energy_ev_atom: 3.6980639038279026
    avg_Bulk_modulus_RT_Gpa: 134.2309395760835
    avg_Elastic_modulus_RT_Gpa: 171.07687440683327
    avg_Melting_point_(K): 1498.2129547611517
    avg_lattice_constant_A: 4.9781872825055355
    avg_BEC_percm3: 4.496633976589687e-21
    avg_Av.Valence_bond_strength_ev: 1.9511746282821891
    avg_EngelZ_e/a: 5.528630180322683
    Temperature: 25.0
    "
Al0.774 Fe1 Mn0.903 Ni0.484 Ti0.026,1.472880451835582,1.7070191402572956,6.773454659554441,3.707461562598055,134.0332601192344,170.62754941951678,68.20093363101279,1501.76123313461,-21.28872344,20.72727272727273,4.961641041732037,4.4782240351427686e-21,1.9591600251019767,5.516159397552558,0.5800000000000001,0.3699999999999999,7.0,1.9299999999999997,104.0,141.0,89.0,1000.0000000000001,8.737094040000002,20.0,6.0200000000000005,3.75e-21,1.5330000000000001,3.8,0.036760000000000015,0.02329599999999999,6.640000000000001,0.506024,1501.76,3135.2,774.888888888889,124085.84000000004,11.484732370025231,65.21225,5.096944000000001,2.6277760000000002e-42,0.2802637600000001,2.0576000000000003,25.0,410.0,"
    Formula: Al0.774 Fe1 Mn0.903 Ni0.484 Ti0.026
    avg_Atomic_Radius: 1.472880451835582
    avg_Pauling_Electronegativity: 1.7070191402572956
    avg_number_of_valence_electrons: 6.773454659554441
    avg_Cohesive_energy_ev_atom: 3.707461562598055
    avg_Bulk_modulus_RT_Gpa: 134.0332601192344
    avg_Elastic_modulus_RT_Gpa: 170.62754941951678
    avg_Melting_point_(K): 1501.76123313461
    avg_lattice_constant_A: 4.961641041732037
    avg_BEC_percm3: 4.4782240351427686e-21
    avg_Av.Valence_bond_strength_ev: 1.9591600251019767
    avg_EngelZ_e/a: 5.516159397552558
    Temperature: 25.0
    "
